StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_2,Q5_3,Q5_4,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Your team name (i.e., the fantasy animal)",The team name (fantasy animal) for the analysis you are reviewing.,"Please rate the following aspects of the study under review with regard to how well they answer the research question (""Do speakers acoustically modify utterances to signal atypical word combinations in referring expressions?"") with the available data. - Rate the phonetic analysis","Please rate the following aspects of the study under review with regard to how well they answer the research question (""Do speakers acoustically modify utterances to signal atypical word combinations in referring expressions?"") with the available data. - Rate the statistical analysis","Please rate the following aspects of the study under review with regard to how well they answer the research question (""Do speakers acoustically modify utterances to signal atypical word combinations in referring expressions?"") with the available data. - Provide an overall rating",Would the analytical methods presented produce an analysis that is:,Please explain your ratings of this analysis.,Please evaluate the choice of statistical analysis type.,Please evaluate the process of choosing variables for and structuring the statistical model.,Please evaluate the suitability of the variables included in (or excluded from) the statistical model.,Please evaluate the suitability of the structure of the statistical model.,Please evaluate choices to exclude or not exclude subsets of the data.,"Please evaluate any choices to transform data (or, if there were no transformations, but you think there should have been, please discuss that choice).",Please use this space for any additional comment you may have at this stage.
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2""}","{""ImportId"":""QID4""}","{""ImportId"":""QID6_2""}","{""ImportId"":""QID6_3""}","{""ImportId"":""QID6_4""}","{""ImportId"":""QID7""}","{""ImportId"":""QID9_TEXT""}","{""ImportId"":""QID10_TEXT""}","{""ImportId"":""QID11_TEXT""}","{""ImportId"":""QID12_TEXT""}","{""ImportId"":""QID13_TEXT""}","{""ImportId"":""QID14_TEXT""}","{""ImportId"":""QID15_TEXT""}","{""ImportId"":""QID16_TEXT""}"
2022-05-16 08:43:57,2022-05-16 09:11:56,IP Address,98.114.11.227,100,1679,True,2022-05-16 09:11:57,R_UT5LkRWyZTFwiSR,,,,,39.9206,-75.1826,anonymous,EN,polymetme_brevirostrum,varanus_eulophotes,65,73,75,publishable with major revision.,"My rating was based on the replicability, accountability, and validity of the data extraction and statistical analysis. In general, the analysis is appropriate, but there are several potential drawbacks that may lead to erroneous interpretation of the data. ","Linear regression is an appropriate start for the given outcome variable (mean f0). ","Variable selection, which was parsimonious and justified by previous research and theory, is appropriate and does not reflect data dredging. However, the selection of variables does not reflect the full experimental design. The overall choice of structure for the statistical model is appropriate, but formulaic; the structure could be better tailored to the hypotheses and the data.","The selection of variables is quite minimal and does not encompass the full experimental design. For example, foods and non-foods may show distinct effects of mean f0 for different typicalities, because non-foods are more likely to come in a variety of colors than food items. The model structure does not account for specific items, so there are several lurking variables that may underlie the null result. ","The statistical model structure could be better suited to the data and specific hypotheses. For example, typicality is an ordinal variable, but this relationship is not captured by treatment coding. Additionally, the inclusion of only random intercepts by speaker fails to account for speaker-specific variation in the effect of typicality on f0 (i.e., the current model accounts for distinct mean f0 by different speakers, but some speakers may disproportionately distinguish typicality by f0). To capture this, a random slope for typicality should also be included. Finally, some notion of variance by item needs to be included in the statistical model. The typicality of each stimulus is different (even within typicality groupings), and typicality may interact with color and whether the item is a food or non-food. The authors' statistical model structure does not account for any of these potential covariates. 

Regarding the fitting procedure, it is apparent from the residuals that the outcome variable is not linear. Though the authors could have re-run the analysis on a subset of the data which is ""well behaved"" (cf. Baayen and Millin 2010), an analysis that accepts nonlinear outcome variables (e.g., GAMs) might be more appropriate. ","The data selection process is accountable and minimizes issues with typographical errors, but it does not exclude those utterances which were tagged as errors in the annotation tier. ","The authors attempted standard transformations (log, inverse) to normalize the residuals of the model to no avail. Rather than attempt another technique to model the data, the authors retained a poorly fitting model. The authors could have considered more sophisticated modeling techniques (e.g., Bayesian regression) or models that do not assume linear relationships between outcome and input variables (e.g., GAMs). ",
2022-05-16 10:04:58,2022-05-16 10:48:18,IP Address,134.69.55.186,100,2599,True,2022-05-16 10:48:19,R_1JDce011SUAW0Tm,,,,,34.1325,-118.2076,anonymous,EN,hoplostethus_macrosteus,polymetme_brevirostrum,80,75,60,publishable with minor revision.,"We found ourselves having to go back to the team's Qualtrics responses for many of the answers to the questions we had as we were reading the very brief write-up. We are concerned at the inclusion of typicality for all three conditions (i.e. NF, AF, ANF), since we understood that typicality ratings outside of the NF condition were unreliable. We would also liked to have observed the following: a) more information and/or verification of the alignment using the Montreal Forced Aligner b) more information (tables, figures, etc.) about the results and c) a clear response to the research question in the write-up and clearer supporting evidence. 

We did appreciate the brief review of previous literature as motivation for the dependent variable to be used in the analysis.","We often used linear mixed effects regression, but found that the explanation of the statistical analysis left out some important information and included some information that was not clearly motivated. For instance, we are still uncertain as to what the dependent variable was-- pitch range could have been explained more clearly, what were the units of the DV, etc. The end result was confusing.","Again, we're a bit confused as to why the Typicality ratings were included across conditions, since those were marked as NA in the ratings sheets. Otherwise, the variables look fine (random variables for object, color, and speaker made sense).","'- We don't think there was a strong enough motivation for the inclusion of Category and Condition
- We don't think there was a strong enough motivation for beginning with a ""kitchen sink"" model by including all possible interactions among the main effects. In fact, to our understanding, interactions should only be included in analyses when there is a) theoretical motivation to include them or b) data exploration has suggested an interaction that helps better explain the model. ",Answered above,"The researchers excluded any observations that had comments in the ""notes"" tier of the textgrids, this is fine. No mention was made of any other exclusions, though we might wonder if there were any outliers or undefined pitch regions. We also observed many instances of creaky voice, but no mention was made of this. ","To our understanding, no transformations were needed given that pitch range relies on each speaker (and is therefore normalized by speaker). Confirmation of this in the write-up would have been helpful. ","Organizers-- We were not sure whether we *could* use the survey responses in addition to the write-up provided. If you would prefer that we solely relied on the write-up (called ""Analysis_Summary"" within the ""Runbook"" folder), we are happy to re-do this analysis. Please let us know (we've also emailed). Thanks!
"
2022-05-16 11:57:21,2022-05-16 13:41:09,IP Address,96.242.236.104,100,6228,True,2022-05-16 13:41:10,R_yPhNau1hl1N65c5,,,,,40.5921,-74.6238,anonymous,EN,procambarus_mahogoni,trachyphyllia_lappa,90,90,90,publishable as is.,"The authors explained well what they did and how they went about completing analyses. It is easy to follow. ","We believe the model that was chosen fits the data well. ",The only issue we have with the process of choosing variables is that the authors could have used typicality as a continuous variable instead of categorical one.,"Duration and pitch are suitable variables for answering the research question, we wonder if they would consider exploring intensity as well.","The structure of the statistical model is suitable for the data and data frame. ","Authors excluded data based on errors in speech production and justified why they were excluded well. ",N/A,"We didn't fully understand the plots, particularly the right hand side of the plot that focused on nouns. "
2022-05-16 21:46:31,2022-05-16 21:54:30,IP Address,115.129.131.53,100,478,True,2022-05-16 21:54:30,R_1dAHJ8hZbI09OS0,,,,,-33.8715,151.2006,anonymous,EN,dunkleosteus_inscriptus,paralichthys_undulatus,50,50,50,publishable with major revision.,"Very little information is provided about any aspect of the analysis, so it is difficult to understand and assess exactly what was done, and why.","Linear Mixed Effects models are suitable, but because no hypotheses was proposed or motivated, the NHST does not seem to be an appropriate framework. Bayesian Mixed Models might have been a better approach, given the exploratory nature of much of the analysis.",No information is provided about the process by which the final model was chosen and no motivation is provided for the model structure used.,"The variables included in the model are appropriate for the exploration of influences on pitch range, assuming the data are sufficiently normally distributed, but no details are provided about how the final model was chosen or the suitability of the data.",The model seems appropriate for examining the interactions between F0 range and key factors in the dataset.,"The use of the NF (Noun Focus) condition only, excluding errors and hesitations, is appropriate.","The use semitone scaling for F0 is appropriate for fundamental frequency analysis, but no explanation is provided for why 100Hz was chosen as the reference frequency, or how this was motivated by the data.","This team have analyzed fundamental frequency in the Noun-Focused utterances to examine the effect of Typicality on F0 range. A single linear mixed effects model is presented and analyzed in a NHST framework, and the team report that ""we cannot conclude that speakers modify the f0 range of an utterance with an atypical versus typical referent"", but no specific hypotheses is outlined and the choice of model and variables is not motivated. No analyses are presented to validate the suitability of the data for the model chosen. The data were ""manually aligned based on visual and auditory inspection"", but no details are provided about how the segmentation was conducted, which landmarks were used, and how the data were validated.

F0 range is a key phonetic parameter which is certainly of interest in this dataset, and if it is the case that Typicality does not affect overal pitch excursion, that will be an important contribution to our understanding how how speakers modulate (or don't modulate) utterances of this type, but unfortunately, not enough information is provided to properly understand the details of the phonetic analysis, and the statistical results cannot be properly interpreted in the absence of a clear hypotheses and better motivated models.

Materials on OSF repository should be anonymized for blind review."
2022-05-16 21:49:37,2022-05-16 22:10:54,IP Address,184.64.221.169,100,1277,True,2022-05-16 22:10:55,R_324qWz18m6zzL2Q,,,,,51.0406,-114.0764,anonymous,EN,pseudopleuronectes_assasi,procambarus_mahogoni,0,10,5,deeply flawed and unpublishable.,"The authors stated that they measured the duration, pitch and intensity in Praat, but they did not specify the details of this analysis, for example, how they annotated and spliced the audio files. They merely presented the measurements in an Excel file. There is very little presented and given. ","The authors chose to carry out a mixed-effects linear regression. Given the dependent and independent variables and the research question of the study, the choice of the statistical analysis is well-motivated.","The authors analyzed the data by using linear mixed effects regression models. They did not compare the outcome of their model with the outcome of the null model, which is why we cannot be certain whether their model was different than the null model.","The authors selected duration, pitch, and intensity as dependent, and median typicality as the independent variable. As regards the dependent variables, the authors selected them based on the research conducted by Gordon and Roettger (2017). The dependent variables were well-motivated. The authors did not explain why they chose this one as their independent variable. They used the median that the organizers had included in the info they gave us. They also included random effects by-participant and by-mean typicality. Again, it is not clear why the authors selected the independent variable mean typicality as a random effect.","The authors analyzed the data by using linear mixed effects regression models. They did not compare the outcome of their model with the outcome of the null model, which is why we cannot be certain whether their model was different than the null model.",The authors excluded AF and ANF trials from the analysis. They included trials with errors. No description of the data collection was provided.,No transformations were carried out.,"Not anonymized.

The report has very little text and it is primarily the authors' R code."
2022-05-17 15:35:22,2022-05-17 15:54:51,IP Address,68.201.51.109,100,1168,True,2022-05-17 15:54:52,R_1110MtrT8L2D0mt,,,,,31.7775,-106.4903,anonymous,EN,paralichthys_undulatus,trachurus_riukiuensis,70,85,80,publishable with minor revision.,"They chose two relevant acoustic measures (duration and f0) of the article, adjective and noun, they labelled and measured them accurately and used a relevant statistical method. I am not quite clear on their reason for examining the article, as well as only the stressed syllable of the noun - more motivation would be helpful. ","They used linear mixed models on each measure, which is a valid approach for this type of data. ","The dependent variables were duration and f0 peak - the only issue here is that the instructions were to only include one in the writeup. The independent variable was typicality. Each condition (article, adjective, noun) was examined in a separate model. As noted above, the choice to include the article was not clearly motivated.","Participant and item were random intercepts... random slopes would be more appropriate but led to convergence issues. In the noun, they only examined up to the stressed syllable - again, without a clearly stated motivation for this. While this logically makes sense in terms of pitch accents, this is not stated in the report.",Using a linear regression model for each of the acoustic variables is a valid approach to answer this research question.,"They excluded sentences that were marked as errors or hesitations, which makes sense. They also excluded one speaker JW_3 due to them having a high error rate - this seems unnecessary. They also excluded any values that were +/- 2.5 standard deviations from the mean, which is logical.","The f0 measures appear to have been left in Hertz, which is not clearly stated but there is no mention of transformation. Converting them to semitones would have been more appropriate since the participants were pooled.","They examined more than one acoustic measure, and it would have been appropriate to not use raw Hz for the f0 measures. "
2022-05-18 08:09:22,2022-05-18 08:44:23,IP Address,5.132.95.23,100,2101,True,2022-05-18 08:44:24,R_3gL2JGiD4isNcRg,,,,,51.7285,5.8849,anonymous,EN,ctenosaura_limax,psittacula_scabriculus,78,78,78,publishable with minor revision.,"This analysis is concise and contain most information that is needed. The main issues I have with the analysis are: (1) Data exclusion. ""Trials containing longer pauses were not excluded "" -- why? It is unclear what 'longer pauses' refers to and how they would affect the vowel duration. It could benefit from having a sentence or two to explain the criterion. (2) Bayesian analysis. While I know the Bayesian analysis method, I cannot say I am an expert in it. I think this is the status for most people in the field since the traditional lmers are still the mainstream way. It is therefore needed, at this point of time in history, to explain more to the readers how the models are configured. It is true that all the parameters were reported, but without reading a book on Bayesian statistical analysis, I, as a reader, cannot gauge well whether the parameters were set in the optimal way. This is especially the case with the priors, which I think is quite important in the analysis. (3) Uploaded data file. The data file uploaded to the OSF does not match with what was used in the script. Fortunately, it seems to contain the correct data.","Good choice, but needs more explanation.",Reasonable,Suitable.,Suitable.,"As mentioned above, more explanations are needed for why 'trials containing longer pauses were not excluded'.",NA,
2022-05-20 01:38:11,2022-05-20 01:47:08,IP Address,195.221.243.131,100,536,True,2022-05-20 01:47:08,R_2bZW7ygixI1XSZ0,,,,,48.0014,0.1901,anonymous,EN,ceratophrys_elephantotus,aracana_bitatawa,50,97,74,publishable with minor revision.,"The research report does not clearly state at what level duration and f0 were extracted: word level, segmental level or even adj-noun group level. ","I do not know QGAM. But it seems to me that the applied methods are solid. ","Seems fine. However I am not sure about including google bigrams as the furnished data set already contains typicality rates collected from humans. ","Duration and f0 were processed independently in two different models. The other variables are fine, too. ","I do not know QGAM analyses. Froma what I know about mixed effects models, it seems fine. ","All erroneous productions were excluded. Ok. ","F0 was transformed. A z-normalization was applied in order to smooth variation according to speaker gender. Only five speakers were male, the normalization process is a good idea in order to smooth out gender bias in the values. ","I'd really like to know more about how acoustic measures were extracted. "
