condition,target_name,target_colour,competitor_name,competitor_colour,distractor1_name,distractor1_colour,distractor2_name,distractor2_colour
AF,Kirsche,gelb,Kirsche,gruen,Sonnenbrille,braun,Aubergine,rot
ANF,Zitrone,gelb,Bohnen,gruen,Aubergine,rot,Birne,orange
AF,Paprika,braun,Paprika,rot,Bueroklammer,orange,Bueroklammer,gruen
ANF,Mandarine,orange,Zitrone,gelb,Zucchini,rot,Bueroklammer,gruen
AF,Sonnenbrille,gelb,Sonnenbrille,rot,Bueroklammer,braun,Birne,gruen
NF,Bohnen,gruen,Socken,gruen,Bueroklammer,orange,Sonnenbrille,rot
ANF,Aprikose,rot,Kartoffeln,orange,Bueroklammer,gruen,Zucchini,gruen
NF,Walnuss,braun,Sonnenbrille,braun,Birne,rot,Socken,gelb
AF,Waescheklammer,orange,Waescheklammer,gelb,Bueroklammer,gruen,Zucchini,gruen
ANF,Bohnen,gruen,Banane,braun,Birne,orange,Zucchini,rot
NF,Paprika,braun,Waescheklammer,braun,Sonnenbrille,gruen,Avokado,rot
NF,Erdbeere,rot,Socken,rot,Zucchini,gruen,Bueroklammer,gruen
ANF,Kartoffeln,orange,Erbsen,gelb,Sonnenbrille,braun,Aubergine,rot
AF,Trauben,orange,Trauben,gelb,Aubergine,rot,Sonnenbrille,braun
ANF,Banane,braun,Aprikose,rot,Socken,gelb,Sonnenbrille,gruen
NF,Zitrone,gelb,Socken,gelb,Avokado,rot,Sonnenbrille,gruen
AF,Moehre,gruen,Moehre,orange,Zucchini,rot,Sonnenbrille,rot
ANF,Tomate,gruen,Erdbeere,rot,Bueroklammer,braun,Sonnenbrille,braun
NF,Banane,braun,Bueroklammer,braun,Zucchini,gelb,Waescheklammer,gelb
NF,Kartoffeln,orange,Waescheklammer,orange,Sonnenbrille,braun,Bueroklammer,braun
AF,Gurke,rot,Gurke,braun,Zucchini,gruen,Birne,orange
NF,Moehre,gruen,Sonnenbrille,gruen,Bueroklammer,braun,Waescheklammer,rot
NF,Kirsche,gelb,Waescheklammer,gelb,Aubergine,rot,Sonnenbrille,braun
AF,Sonnenbrille,braun,Sonnenbrille,gruen,Birne,orange,Bueroklammer,orange
NF,Trauben,orange,Socken,orange,Sonnenbrille,rot,Zucchini,rot
AF,Bueroklammer,rot,Bueroklammer,braun,Socken,gelb,Sonnenbrille,gruen
ANF,Walnuss,braun,Tomate,gruen,Bueroklammer,orange,Sonnenbrille,rot
NF,Gurke,rot,Waescheklammer,rot,Bueroklammer,gruen,Bueroklammer,orange
AF,Socken,gruen,Socken,orange,Sonnenbrille,rot,Zucchini,rot
NF,Mandarine,orange,Bueroklammer,orange,Socken,gelb,Aubergine,rot
ANF,Erbsen,gelb,Walnuss,braun,Sonnenbrille,rot,Bueroklammer,orange
NF,Tomate,gruen,Bueroklammer,gruen,Zucchini,rot,Birne,orange
ANF,Erdbeere,rot,Mandarine,orange,Zucchini,gruen,Socken,gelb
NF,Erbsen,gelb,Sonnenbrille,gelb,Waescheklammer,rot,Birne,rot
NF,Aprikose,rot,Bueroklammer,rot,Birne,orange,Zucchini,gruen
AF,Kirsche,gelb,Kirsche,gruen,Sonnenbrille,braun,Aubergine,rot
ANF,Zitrone,gelb,Bohnen,gruen,Aubergine,rot,Birne,orange
AF,Paprika,braun,Paprika,rot,Bueroklammer,orange,Bueroklammer,gruen
ANF,Mandarine,orange,Zitrone,gelb,Zucchini,rot,Bueroklammer,gruen
AF,Sonnenbrille,gelb,Sonnenbrille,rot,Bueroklammer,braun,Birne,gruen
NF,Bohnen,gruen,Socken,gruen,Bueroklammer,orange,Sonnenbrille,rot
ANF,Aprikose,rot,Kartoffeln,orange,Bueroklammer,gruen,Zucchini,gruen
NF,Walnuss,braun,Sonnenbrille,braun,Birne,rot,Socken,gelb
AF,Waescheklammer,orange,Waescheklammer,gelb,Bueroklammer,gruen,Zucchini,gruen
ANF,Bohnen,gruen,Banane,braun,Birne,orange,Zucchini,rot
NF,Paprika,braun,Waescheklammer,braun,Sonnenbrille,gruen,Avokado,rot
NF,Erdbeere,rot,Socken,rot,Zucchini,gruen,Bueroklammer,gruen
ANF,Kartoffeln,orange,Erbsen,gelb,Sonnenbrille,braun,Aubergine,rot
AF,Trauben,orange,Trauben,gelb,Aubergine,rot,Sonnenbrille,braun
ANF,Banane,braun,Aprikose,rot,Socken,gelb,Sonnenbrille,gruen
NF,Zitrone,gelb,Socken,gelb,Avokado,rot,Sonnenbrille,gruen
AF,Moehre,gruen,Moehre,orange,Zucchini,rot,Sonnenbrille,rot
ANF,Tomate,gruen,Erdbeere,rot,Bueroklammer,braun,Sonnenbrille,braun
NF,Banane,braun,Bueroklammer,braun,Zucchini,gelb,Waescheklammer,gelb
NF,Kartoffeln,orange,Waescheklammer,orange,Sonnenbrille,braun,Bueroklammer,braun
AF,Gurke,rot,Gurke,braun,Zucchini,gruen,Birne,orange
NF,Moehre,gruen,Sonnenbrille,gruen,Bueroklammer,braun,Waescheklammer,rot
NF,Kirsche,gelb,Waescheklammer,gelb,Aubergine,rot,Sonnenbrille,braun
